Company ID,cluster,region,macro
1172,2,Sicilia,Islands
1174,1,Emilia-Romagna,North
1175,1,Sicilia,Islands
1176,3,Emilia-Romagna,North
1178,1,Campania,South
1179,2,Emilia-Romagna,North
1180,0,Puglia,South
1182,1,Friuli-Venezia Giulia,North
1185,0,Abruzzo,South
1187,0,Toscana,Centre
1190,1,Lombardia,North
1191,1,Toscana,Centre
1192,4,Puglia,South
1193,2,Lazio,Centre
1194,3,Campania,South
1195,3,Lombardia,North
1196,3,Marche,Centre
1200,2,Lombardia,North
1202,1,Sicilia,Islands
1203,1,Lombardia,North
1206,0,Campania,South
1207,2,Friuli-Venezia Giulia,North
1209,3,Sardegna,Islands
1210,0,Puglia,South
1213,3,Emilia-Romagna,North
1214,0,Lombardia,North
1216,1,Campania,South
1218,3,Veneto,North
1221,0,Piemonte,North
1222,1,Lazio,Centre
1223,0,Veneto,North
1224,2,Lazio,Centre
1225,2,Lombardia,North
1228,4,Toscana,Centre
1233,2,Piemonte,North
1234,4,Lombardia,North
1236,0,Lombardia,North
1238,2,Veneto,North
1240,4,Lazio,Centre
1241,0,Lombardia,North
1242,1,Veneto,North
1243,2,Veneto,North
1245,3,Piemonte,North
1247,2,Lombardia,North
1248,1,Lombardia,North
1250,3,Toscana,Centre
1251,2,Abruzzo,South
1252,2,Veneto,North
1254,1,Veneto,North
1256,0,Emilia-Romagna,North
1257,0,Lazio,Centre
1258,4,Emilia-Romagna,North
1259,2,Veneto,North
1261,0,Lombardia,North
1263,3,Lombardia,North
1265,1,Veneto,North
1267,1,Piemonte,North
1268,3,Sicilia,Islands
1270,1,Lombardia,North
1271,0,Veneto,North
1274,1,Puglia,South
1277,0,Veneto,North
1278,1,Veneto,North
1279,3,Toscana,Centre
1281,2,Friuli-Venezia Giulia,North
1282,2,Lombardia,North
1288,1,Emilia-Romagna,North
1289,0,Basilicata,South
1290,3,Lombardia,North
1292,0,Lombardia,North
1294,1,Puglia,South
1296,2,Trentino-Alto Adige,North
1298,0,Emilia-Romagna,North
1299,1,Veneto,North
1300,0,Veneto,North
1304,0,Veneto,North
1305,3,Toscana,Centre
1309,2,Emilia-Romagna,North
1310,1,Piemonte,North
1311,0,Marche,Centre
1312,3,Lombardia,North
1313,2,Lazio,Centre
1315,2,Lombardia,North
1316,4,Piemonte,North
1318,0,Lombardia,North
1319,3,Puglia,South
1321,0,Lombardia,North
1322,0,Campania,South
1323,3,Trentino-Alto Adige,North
1324,0,Sardegna,Islands
1325,3,Umbria,Centre
1327,3,Toscana,Centre
1328,0,Lombardia,North
1330,2,Lombardia,North
1332,3,Friuli-Venezia Giulia,North
1334,4,Lazio,Centre
1335,4,Puglia,South
1336,0,Marche,Centre
1339,3,Veneto,North
1341,2,Veneto,North
1342,0,Trentino-Alto Adige,North
1345,0,Toscana,Centre
1346,3,Piemonte,North
1350,4,Puglia,South
1351,4,Trentino-Alto Adige,North
1352,4,Abruzzo,South
1353,0,Puglia,South
1355,2,Campania,South
1357,1,Lazio,Centre
1359,1,Umbria,Centre
1361,0,Abruzzo,South
1362,0,Veneto,North
1363,1,Sicilia,Islands
1364,0,Veneto,North
1365,2,Lazio,Centre
1366,2,Puglia,South
1367,1,Lombardia,North
1368,0,Lombardia,North
1372,0,Lombardia,North
1373,1,Toscana,Centre
1374,1,Sicilia,Islands
1375,1,Veneto,North
1377,2,Toscana,Centre
1378,3,Lombardia,North
1379,3,Lombardia,North
1380,3,Lazio,Centre
1383,2,Piemonte,North
1384,3,Veneto,North
1389,3,Veneto,North
1390,2,Puglia,South
1391,2,Veneto,North
1393,3,Lombardia,North
1395,3,Marche,Centre
1399,3,Lombardia,North
1400,0,Toscana,Centre
1402,0,Lazio,Centre
1403,3,Lombardia,North
1405,3,Sardegna,Islands
1408,2,Piemonte,North
1409,0,Sicilia,Islands
1411,2,Campania,South
1412,3,Umbria,Centre
1414,3,Piemonte,North
1415,3,Lazio,Centre
1416,1,Toscana,Centre
1419,0,Toscana,Centre
1420,3,Lombardia,North
1423,2,Trentino-Alto Adige,North
1424,1,Sicilia,Islands
1428,3,Toscana,Centre
1429,0,Lombardia,North
1430,3,Lombardia,North
1431,2,Toscana,Centre
1432,0,Veneto,North
1433,2,Emilia-Romagna,North
1434,0,Veneto,North
1435,2,Lombardia,North
1437,4,Piemonte,North
1439,3,Veneto,North
1440,4,Veneto,North
1441,2,Lombardia,North
1443,1,Lazio,Centre
1444,3,Lombardia,North
1445,3,Lombardia,North
1446,3,Toscana,Centre
1447,1,Lombardia,North
1450,0,Veneto,North
1453,1,Lombardia,North
1454,1,Piemonte,North
1456,0,Emilia-Romagna,North
1459,0,Piemonte,North
1461,0,Lombardia,North
1463,1,Lombardia,North
1464,3,Abruzzo,South
1467,1,Lombardia,North
1468,0,Toscana,Centre
1469,1,Lombardia,North
1470,3,Campania,South
1473,1,Campania,South
1475,2,Emilia-Romagna,North
1476,2,Lombardia,North
1479,3,Lazio,Centre
1481,2,Lombardia,North
1483,1,Puglia,South
1484,3,Piemonte,North
1486,2,Lombardia,North
1488,0,Umbria,Centre
1489,3,Lombardia,North
1493,3,Toscana,Centre
1495,2,Lombardia,North
1496,1,Lombardia,North
1498,4,Lombardia,North
1499,0,Veneto,North
1501,1,Emilia-Romagna,North
1502,0,Toscana,Centre
1506,2,Lombardia,North
1507,2,Lombardia,North
1508,3,Marche,Centre
1509,2,Lombardia,North
1510,0,Puglia,South
1511,1,Lazio,Centre
1513,1,Lombardia,North
1514,0,Lombardia,North
1515,0,Piemonte,North
1516,3,Veneto,North
1517,1,Lombardia,North
1518,0,Friuli-Venezia Giulia,North
1520,1,Lombardia,North
1521,3,Lombardia,North
1523,3,Abruzzo,South
1526,0,Lazio,Centre
1527,3,Lazio,Centre
1528,2,Basilicata,South
1529,0,Toscana,Centre
1530,0,Abruzzo,South
1532,1,Campania,South
1533,1,Lombardia,North
1536,2,Umbria,Centre
1538,1,Marche,Centre
1539,2,Campania,South
1542,4,Piemonte,North
1543,0,Lombardia,North
1546,2,Lombardia,North
1547,0,Piemonte,North
1548,1,Liguria,North
1550,4,Campania,South
1551,1,Veneto,North
1552,2,Lombardia,North
1553,1,Lombardia,North
1555,0,Calabria,South
1556,2,Emilia-Romagna,North
1558,1,Friuli-Venezia Giulia,North
1559,3,Piemonte,North
1560,0,Lombardia,North
1561,2,Trentino-Alto Adige,North
1562,1,Toscana,Centre
1570,3,Trentino-Alto Adige,North
1573,0,Lazio,Centre
1576,3,Veneto,North
1577,3,Veneto,North
1580,3,Toscana,Centre
1581,1,Veneto,North
1583,3,Liguria,North
1584,0,Lazio,Centre
1585,1,Sicilia,Islands
1586,0,Toscana,Centre
1590,4,Piemonte,North
1591,2,Abruzzo,South
1592,4,Veneto,North
1593,2,Veneto,North
1595,1,Sardegna,Islands
1597,0,Puglia,South
1598,0,Sardegna,Islands
1599,1,Piemonte,North
1600,0,Lombardia,North
1601,1,Campania,South
1603,2,Lazio,Centre
1604,3,Friuli-Venezia Giulia,North
1605,0,Calabria,South
1607,0,Piemonte,North
1609,2,Lazio,Centre
1610,0,Veneto,North
1612,1,Emilia-Romagna,North
1613,1,Veneto,North
1615,3,Veneto,North
1616,1,Liguria,North
1617,0,Piemonte,North
1619,0,Lombardia,North
1621,0,Emilia-Romagna,North
1623,1,Marche,Centre
1625,1,Sicilia,Islands
1626,1,Emilia-Romagna,North
1627,2,Puglia,South
1628,2,Lombardia,North
1630,2,Lombardia,North
1631,4,Emilia-Romagna,North
1632,2,Lombardia,North
1633,1,Abruzzo,South
1634,2,Lazio,Centre
1635,1,Lombardia,North
1638,2,Lazio,Centre
1639,0,Veneto,North
1642,3,Lombardia,North
1643,1,Campania,South
1645,3,Lombardia,North
1647,0,Lombardia,North
1648,1,Lombardia,North
1652,0,Veneto,North
1653,2,Piemonte,North
1654,3,Emilia-Romagna,North
1656,0,Lazio,Centre
1658,3,Campania,South
1660,1,Toscana,Centre
1661,2,Campania,South
1665,1,Sardegna,Islands
1666,2,Veneto,North
1668,3,Abruzzo,South
1669,1,Veneto,North
1672,2,Campania,South
1673,0,Emilia-Romagna,North
1674,2,Toscana,Centre
1675,4,Umbria,Centre
1677,0,Lazio,Centre
1678,4,Veneto,North
1679,3,Piemonte,North
1680,4,Lombardia,North
1681,1,Toscana,Centre
1682,3,Emilia-Romagna,North
1683,3,Veneto,North
1687,1,Veneto,North
1689,0,Emilia-Romagna,North
1691,3,Emilia-Romagna,North
1692,3,Puglia,South
1693,1,Puglia,South
1695,3,Piemonte,North
1696,0,Sicilia,Islands
1697,0,Lombardia,North
1699,0,Piemonte,North
1701,3,Lombardia,North
1704,3,Campania,South
1705,3,Lazio,Centre
1707,1,Liguria,North
1708,0,Toscana,Centre
1709,0,Lazio,Centre
1710,2,Puglia,South
1711,0,Lombardia,North
1713,1,Friuli-Venezia Giulia,North
1714,2,Campania,South
1715,1,Lombardia,North
1716,2,Lombardia,North
1717,1,Sicilia,Islands
1720,1,Lombardia,North
1722,2,Lombardia,North
1723,3,Trentino-Alto Adige,North
1724,2,Lombardia,North
1725,2,Lazio,Centre
1726,0,Veneto,North
1727,3,Liguria,North
1728,0,Sicilia,Islands
